1000
10000,10000
169,1095,1263,755
170,974,1111,654
171,1993,246,455
172,1843,2025,766
173,1559,682,147
174,1281,1298,988
175,1883,837,405
176,1499,1674,668
177,788,69,943
178,793,1055,834
179,678,155,920
180,719,154,494
181,1332,102,898
182,2050,1803,223
183,1129,376,569
184,1325,933,574
185,577,1476,243
186,1445,1494,239
187,1734,1016,406
188,825,637,701
189,1936,1885,134
190,337,1174,779
191,378,420,11
192,1805,604,122
193,2151,406,454
194,1650,125,75
195,1809,964,28
196,1722,355,587
197,757,371,784
198,323,482,805
199,1113,1987,29
200,265,208,922
201,2039,1792,958
202,1497,317,18
203,1463,1585,137
204,1581,1948,295
205,151,1059,821
206,2044,608,301
207,1150,1471,930
208,1020,1455,91
209,361,929,834
210,710,1737,185
211,1563,1411,378
212,749,1390,541
213,2051,188,178
214,1435,1261,314
215,988,458,107
216,445,707,747
217,485,989,140
218,2174,1620,152
219,203,483,423
220,1208,1336,795
221,656,570,267
222,518,524,309
223,947,1071,986
224,318,1661,528
225,953,518,928
226,1482,1045,502
227,812,1135,815
228,1431,2339,890
229,879,1478,815
230,310,1105,221
231,1613,99,547
232,661,2228,897
233,2113,1149,256
234,451,549,401
235,2027,90,324
236,620,1890,185
237,114,719,676
238,1635,92,227
239,655,1469,297
240,1467,337,833
241,1565,1101,976
242,1292,1785,907
243,1031,947,206
244,1597,1957,31
245,47,529,930
246,1916,228,658
247,951,550,717
248,991,60,243
249,464,1163,902
250,2,2023,282
251,1220,1495,788
252,497,185,214
253,640,174,654
254,692,1861,43
255,615,191,609
256,745,2311,426
257,1309,211,233
258,1230,276,480
259,288,404,433
260,371,578,590
261,755,759,46
262,257,691,760
263,336,1419,112
264,1184,1400,753
265,1732,404,829
266,163,1450,268
267,1713,1486,737
268,141,1093,105
269,1289,2082,587
270,1897,1809,72
271,1972,640,169
272,442,965,993
273,628,1185,587
274,439,1704,656
275,628,1580,726
276,1534,1595,408
277,1059,1838,528
278,738,262,885
279,2274,1706,165
280,1520,1583,701
281,852,927,137
282,1132,135,913
283,444,1528,349
284,172,989,103
285,509,8,821
286,1865,435,491
287,1565,1831,529
288,1467,891,462
289,1444,358,146
290,955,233,784
291,1285,1167,977
292,985,1132,586
293,1571,1581,213
294,982,424,486
295,1256,1363,322
296,960,554,343
297,1423,1515,331
298,8,1859,921
299,854,980,282
300,1368,1545,163
301,1523,362,895
302,663,1555,676
303,676,1697,491
304,997,1587,519
305,1145,1061,396
306,1676,1001,767
307,1318,159,846
308,602,1481,498
309,1231,1112,829
310,17,1351,813
311,2158,1262,248
312,1207,1537,271
313,426,1402,184
314,1732,1230,889
315,987,43,119
316,741,652,673
317,698,811,144
318,1023,1768,815
319,1638,988,500
320,626,1631,377
321,488,444,920
322,1063,88,969
323,610,1417,943
324,153,937,757
325,1573,457,480
326,1184,1822,457
327,58,737,880
328,1091,888,276
329,1377,1110,778
330,1403,1557,963
331,1187,969,677
332,1616,553,578
333,33,1243,486
334,1405,409,344
335,872,1372,324
336,1252,1303,466
337,1805,35,183
338,1259,757,52
339,578,170,381
340,949,1484,218
341,261,1220,217
342,1260,625,755
343,1143,882,546
344,744,438,410
345,802,222,501
346,1487,1866,964
347,211,320,594
348,73,779,762
349,1468,187,789
350,1454,1872,836
351,1271,1316,709
352,888,1727,915
353,1232,263,211
354,88,946,173
355,611,1486,149
356,1320,506,209
357,1148,208,43
358,1481,1416,40
359,1459,580,241
360,1395,843,702
361,1175,59,351
362,1058,1007,383
363,1115,1053,964
364,1113,1061,785
365,619,809,617
366,673,1702,67
367,45,1380,48
368,1825,389,628
369,594,1189,123
370,152,904,879
371,467,302,87
372,859,1058,584
373,1654,519,775
374,365,1581,922
375,541,1486,514
376,1160,1274,760
377,1065,273,546
378,287,539,24
379,958,683,515
380,1917,737,496
381,506,626,655
382,1461,1015,935
383,1125,601,820
384,1020,1268,12
385,727,1105,548
386,1618,2123,639
387,1169,1412,805
388,349,945,891
389,834,1198,252
390,1222,1801,380
391,1149,1340,674
392,571,488,610
393,1129,880,692
394,1038,1856,768
395,551,1370,546
396,1020,733,504
397,1449,768,169
398,1536,1313,560
399,156,1321,467
400,250,1164,883
401,640,213,888
402,1258,1966,635
403,2268,1452,207
404,412,982,466
405,1551,820,658
406,426,1725,446
407,2076,1083,882
408,2044,259,881
409,1915,1742,632
410,121,233,294
411,25,86,907
412,1522,1906,764
413,458,1604,496
414,1003,1481,860
415,1205,144,435
416,754,549,438
417,1147,1458,451
418,851,396,783
419,1672,731,389
420,24,1443,922
421,100,1233,361
422,1316,392,418
423,838,1932,129
424,1150,1800,597
425,886,2070,115
426,1227,353,874
427,1177,592,266
428,482,1660,847
429,1351,1469,816
430,1153,1741,371
431,986,2234,658
432,1372,1784,984
433,315,1017,464
434,293,763,28
435,1328,597,671
436,982,201,509
437,19,1108,710
438,491,740,621
439,101,1371,995
440,1742,355,496
441,669,333,207
442,1550,178,35
443,2088,840,365
444,96,1983,962
445,346,466,476
446,1044,1537,430
447,306,77,82
448,2333,1747,309
449,1555,337,537
450,1752,309,334
451,1006,1674,773
452,431,942,788
453,876,1847,76
454,1299,1023,287
455,1991,1470,271
456,2060,987,682
457,1894,2312,413
458,599,603,327
459,536,215,424
460,350,1469,474
461,796,1253,334
462,1894,1395,240
463,1242,2086,530
464,1159,1852,801
465,1151,965,274
466,1895,87,245
467,95,605,813
468,1210,360,235
469,1285,449,833
470,1109,316,733
471,1173,629,492
472,1029,1896,849
473,342,2074,214
474,1765,1854,755
475,1409,779,536
476,1684,775,319
477,1393,1529,882
478,1159,63,469
479,1984,1235,249
480,204,1696,714
481,1583,1657,601
482,60,2002,581
483,1437,450,576
484,134,1410,808
485,1291,972,393
486,1872,1616,672
487,1414,510,232
488,820,718,125
489,1780,1333,4
490,255,2027,180
491,1737,503,519
492,433,1179,461
493,1116,745,888
494,1985,1528,290
495,157,1871,193
496,466,584,190
497,1615,513,707
498,842,517,227
499,599,1093,324
500,799,942,550
501,618,764,903
502,1913,401,327
503,951,239,119
504,1743,832,96
505,615,1671,283
506,1552,1417,226
507,195,1164,114
508,178,733,633
509,546,134,786
510,1219,1777,640
511,221,1832,69
512,524,287,930
513,909,1087,70
514,1197,1072,21
515,2006,1082,133
516,981,349,688
517,1495,1201,394
518,1883,2030,245
519,1487,1413,380
520,1215,274,571
521,860,1154,405
522,725,782,288
523,1715,1227,662
524,168,498,351
525,604,221,344
526,729,195,833
527,1749,899,689
528,492,655,995
529,927,1,178
530,1018,899,720
531,192,1492,24
532,641,920,248
533,1783,1538,768
534,1436,438,624
535,1477,1534,851
536,1291,1268,251
537,141,530,218
538,1161,913,413
539,151,639,296
540,307,66,500
541,1022,1498,588
542,1735,739,710
543,1820,699,382
544,171,2212,396
545,829,849,89
546,1015,231,921
547,1832,1182,812
548,1428,1774,903
549,28,1870,234
550,603,894,342
551,269,2161,763
552,2181,1539,896
553,2000,1043,411
554,597,1152,473
555,710,1445,505
556,1069,54,193
557,1367,38,822
558,1573,1158,540
559,1333,1027,214
560,1140,1277,61
561,893,154,71
562,655,1052,298
563,125,70,28
564,813,1999,536
565,282,850,104
566,222,802,156
567,671,1778,26
568,867,2122,421
569,494,157,290
570,768,1203,90
571,1648,372,976
572,1089,1677,473
573,456,933,591
574,912,721,365
575,1951,515,293
576,1739,1175,692
577,1676,1817,23
578,1391,2084,572
579,1416,391,132
580,1723,188,845
581,1995,90,462
582,51,1007,160
583,945,48,482
584,871,435,161
585,1710,727,505
586,1395,905,626
587,593,2021,953
588,385,1222,944
589,150,325,225
590,1923,1367,659
591,1975,790,310
592,1809,728,119
593,802,1449,59
594,1228,1177,62
595,1192,580,66
596,1483,888,864
597,218,1834,976
598,1625,1486,577
599,1532,429,2
600,1265,1366,728
601,1410,1246,257
602,1072,1864,825
603,842,773,86
604,1380,419,349
605,621,1098,476
606,968,1047,984
607,697,1526,397
608,1738,2177,52
609,1184,1536,822
610,1602,727,13
611,954,1978,132
612,1406,800,696
613,982,1550,574
614,1221,544,458
615,948,1180,549
616,2111,350,785
617,374,542,324
618,1477,875,214
619,1625,1993,97
620,2144,1902,79
621,660,860,884
622,1137,1308,195
623,943,197,782
624,1662,792,309
625,611,835,556
626,246,196,859
627,1298,1223,469
628,1789,603,982
629,754,430,654
630,32,455,70
631,1331,1315,711
632,224,1034,175
633,1002,1289,277
634,1432,1038,752
635,926,757,665
636,870,1643,403
637,954,102,635
638,668,124,193
639,1865,77,102
640,1789,1829,816
641,98,1715,47
642,920,1339,265
643,166,511,116
644,327,887,294
645,1690,1230,358
646,1552,84,924
647,761,283,877
648,549,1578,807
649,146,1493,178
650,529,1484,83
651,197,398,312
652,1883,167,791
653,821,1151,858
654,55,1267,192
655,1698,1051,533
656,2239,231,39
657,371,1692,659
658,811,507,141
659,570,1666,951
660,245,1360,985
661,1567,1548,495
662,1936,1295,790
663,1863,133,809
664,1600,697,972
665,272,26,85
666,853,16,75
667,1099,902,21
668,1785,122,171
669,147,1504,892
670,668,283,62
671,1421,718,60
672,2052,1282,648
673,877,1516,950
674,1414,1390,683
675,450,1494,473
676,1641,1348,892
677,1866,818,675
678,2011,676,692
679,1269,1506,48
680,447,219,978
681,275,162,813
682,659,948,731
683,3,1031,490
684,1131,661,3
685,383,781,872
686,1900,1189,736
687,688,1373,190
688,2,1810,417
689,1274,1175,111
690,1343,1533,708
691,137,1960,371
692,9,1356,68
693,749,1652,687
694,313,1299,478
695,1726,847,442
696,1263,637,152
697,302,611,912
698,560,1474,839
699,839,76,402
700,1245,2082,988
701,490,1786,534
702,1620,876,866
703,1169,1381,865
704,1204,556,901
705,719,758,616
706,156,879,643
707,1183,711,910
708,807,696,990
709,1866,1607,63
710,1129,1147,982
711,1154,1618,467
712,386,2094,991
713,658,46,952
714,1135,380,554
715,491,2231,826
716,2085,448,205
717,1286,1029,404
718,1286,1394,359
719,542,1699,368
720,1095,240,212
721,688,1147,723
722,2078,1336,191
723,2080,927,580
724,39,153,76
725,785,282,801
726,1299,1504,969
727,885,1528,922
728,130,1456,60
729,1309,512,470
730,893,594,573
731,811,945,681
732,1598,1939,572
733,220,508,335
734,176,1251,161
735,545,1578,948
736,541,522,197
737,114,721,804
738,117,1113,382
739,835,700,314
740,451,1362,248
741,1432,571,765
742,968,1275,840
743,2030,524,43
744,1312,537,400
745,1723,471,370
746,391,722,622
747,1233,42,865
748,1205,1120,237
749,1856,725,22
750,1235,166,117
751,379,95,384
752,939,103,994
753,423,1291,746
754,461,1608,926
755,618,481,600
756,839,2135,524
757,1311,1770,435
758,1118,1247,616
759,417,1572,45
760,36,289,599
761,1522,1422,975
762,847,1546,33
763,284,2258,733
764,1672,1435,32
765,759,673,141
766,249,380,2
767,1758,1253,998
768,264,150,913
769,1167,248,668
770,416,1241,320
771,1208,746,711
772,1677,763,324
773,1080,1027,231
774,476,711,238
775,56,411,229
776,523,1403,517
777,485,1115,364
778,427,950,513
779,1602,1270,290
780,834,218,672
781,69,1857,301
782,1684,364,495
783,527,2017,80
784,1964,1560,279
785,311,680,94
786,658,975,806
787,1015,859,445
788,1864,1546,184
789,1541,1552,546
790,1376,600,913
791,1332,16,895
792,1359,1266,534
793,1792,346,271
794,864,112,527
795,1616,1830,569
796,1551,185,506
797,1645,111,755
798,1032,914,575
799,1084,1637,484
800,137,1723,253
801,1266,1714,739
802,488,531,851
803,1265,300,650
804,1195,416,791
805,2150,47,203
806,80,1646,354
807,1158,317,391
808,126,1414,301
809,337,830,601
810,505,1566,516
811,1613,2190,495
812,1517,911,38
813,1560,968,30
814,1430,46,535
815,694,1699,27
816,2088,74,540
817,723,1268,538
818,241,1447,218
819,1702,463,116
820,2123,1909,300
821,571,704,172
822,473,1192,132
823,467,590,616
824,1449,1003,73
825,2091,387,96
826,1098,1240,918
827,871,979,861
828,871,1375,293
829,590,442,757
830,696,826,644
831,1543,107,861
832,1391,1404,482
833,1938,1544,910
834,825,1537,728
835,1066,1559,291
836,280,1596,791
837,878,856,898
838,1354,632,260
839,870,386,313
840,199,1146,888
841,1752,2090,725
842,283,841,54
843,198,1117,964
844,641,427,922
845,1606,509,957
846,1578,1070,53
847,1146,128,883
848,668,760,106
849,1420,431,244
850,935,1520,40
851,11,1271,141
852,1980,906,276
853,398,950,440
854,392,1879,885
855,550,863,872
856,594,985,596
857,474,882,804
858,1460,581,917
859,1121,498,196
860,1354,313,668
861,1007,666,773
862,1182,548,320
863,119,35,988
864,40,757,202
865,504,1669,757
866,271,803,857
867,81,332,646
868,1230,1265,678
869,179,1830,208
870,1311,1509,478
871,254,1993,833
872,1358,103,796
873,1104,2175,347
874,1200,2100,110
875,55,881,562
876,466,254,670
877,1947,840,994
878,851,1821,366
879,544,901,660
880,830,537,101
881,879,1588,579
882,750,1611,43
883,640,488,14
884,1625,819,73
885,557,1747,885
886,1746,922,840
887,704,1212,25
888,811,264,675
889,568,206,9
890,2099,476,721
891,1604,1815,810
892,627,158,393
893,1017,2116,178
894,98,1171,865
895,1173,1466,51
896,1604,600,950
897,730,1276,519
898,124,297,795
899,5,1475,612
900,874,1009,312
901,917,1675,377
902,29,1696,594
903,1394,708,701
904,1214,1170,942
905,1283,958,611
906,1298,340,917
907,506,1577,203
908,513,103,91
909,774,1462,55
910,686,787,575
911,1212,594,674
912,1350,1358,150
913,458,826,501
914,1238,139,751
915,1099,422,802
916,366,38,855
917,991,991,20
918,1303,574,519
919,682,81,552
920,55,220,943
921,319,865,174
922,1519,1143,67
923,2160,902,478
924,1299,1635,791
925,1696,49,931
926,156,674,252
927,457,1335,588
928,934,426,999
929,1992,1036,974
930,112,996,42
931,920,1038,230
932,558,418,488
933,569,1643,774
934,250,1344,756
935,589,785,775
936,872,1811,125
937,1646,1059,314
938,907,1684,373
939,555,1462,257
940,745,908,526
941,475,1134,920
942,169,629,853
943,1489,1662,643
944,1572,1522,419
945,1257,1755,926
946,1267,1409,371
947,1809,553,521
948,1315,520,683
949,1005,1413,500
950,1506,1153,132
951,428,511,882
952,1079,1860,361
953,688,1669,827
954,457,459,405
955,8,1217,19
956,610,2143,158
957,1051,1200,211
958,1054,468,103
959,1518,2283,66
960,1665,255,554
961,1081,1744,210
962,1842,2026,997
963,944,2055,458
964,608,1408,217
965,1218,99,453
966,149,251,84
967,2184,5,422
968,911,795,498
969,990,802,33
970,229,561,950
971,1471,901,24
972,2091,968,206
973,1146,2013,46
974,1102,1037,479
975,988,1363,144
976,2167,1671,951
977,1277,381,646
978,943,1021,417
979,1243,34,291
980,1942,787,691
981,1472,884,488
982,626,1556,510
983,21,391,956
984,1335,958,617
985,1615,1706,489
986,139,705,832
987,1496,496,880
988,719,625,718
989,2087,45,961
990,1470,1158,881
991,931,2017,159
992,588,989,305
993,1492,724,829
994,1260,939,291
995,1876,244,918
996,592,338,355
997,87,712,212
998,620,1832,27
999,1997,307,707
1000,1272,797,590
